id,group,pdp_page,cta,actions
12927,control,old page,buy btn,view
33313,control,old page,buy btn,click
633292,treatment,new page,order btn,view
536255,treatment,new page,order btn,view
25218,control,old page,buy btn,view
18090,control,old page,buy btn,view
21803,control,old page,buy btn,view
535732,treatment,new page,order btn,click
473067,treatment,new page,order btn,view
36038,control,old page,buy btn,view
41545,control,old page,buy btn,view
40016,control,old page,buy btn,click
17802,control,old page,buy btn,view
46593,control,old page,buy btn,view
628366,treatment,new page,order btn,view
15997,control,old page,buy btn,view
20194,control,old page,buy btn,view
14330,control,old page,buy btn,view
30174,control,old page,buy btn,click
542019,treatment,new page,order btn,click
26276,control,old page,buy btn,view
44661,control,old page,buy btn,view
25690,control,old page,buy btn,view
38004,control,old page,buy btn,view
617363,treatment,new page,order btn,view
24919,control,old page,buy btn,click
603426,treatment,new page,order btn,click
21458,control,old page,buy btn,view
41522,control,old page,buy btn,click
29036,control,old page,buy btn,view
21033,control,old page,buy btn,view
484175,treatment,new page,order btn,view
509639,treatment,new page,order btn,view
509953,treatment,new page,order btn,view
623022,treatment,new page,order btn,click
19906,control,old page,buy btn,click
560672,treatment,new page,order btn,view
650582,treatment,new page,order btn,view
35049,control,old page,buy btn,click
513935,treatment,new page,order btn,view
30220,control,old page,buy btn,view
12984,control,old page,buy btn,view
445088,treatment,new page,order btn,view
576181,treatment,new page,order btn,view
564654,treatment,new page,order btn,view
668920,treatment,new page,order btn,click
630672,treatment,new page,order btn,view
509115,treatment,new page,order btn,click
43098,control,old page,buy btn,view
570103,treatment,new page,order btn,view
555642,treatment,new page,order btn,click
625537,treatment,new page,order btn,view
14594,control,old page,buy btn,view
23057,control,old page,buy btn,click
23367,control,old page,buy btn,view
577124,treatment,new page,order btn,view
524414,treatment,new page,order btn,view
44213,control,old page,buy btn,view
661795,treatment,new page,order btn,view
37406,control,old page,buy btn,view
586660,treatment,new page,order btn,view
582678,treatment,new page,order btn,view
478411,treatment,new page,order btn,view
530806,treatment,new page,order btn,view
27012,control,old page,buy btn,view
616839,treatment,new page,order btn,view
16238,control,old page,buy btn,click
22125,control,old page,buy btn,click
17515,control,old page,buy btn,view
650896,treatment,new page,order btn,view
17319,control,old page,buy btn,click
35440,control,old page,buy btn,view
13686,control,old page,buy btn,view
662633,treatment,new page,order btn,view
601540,treatment,new page,order btn,view
46467,control,old page,buy btn,view
37291,control,old page,buy btn,view
22286,control,old page,buy btn,view
45374,control,old page,buy btn,view
515088,treatment,new page,order btn,view
467094,treatment,new page,order btn,view
542229,treatment,new page,order btn,view
26839,control,old page,buy btn,view
31393,control,old page,buy btn,view
17906,control,old page,buy btn,view
551241,treatment,new page,order btn,view
14951,control,old page,buy btn,view
33692,control,old page,buy btn,click
15330,control,old page,buy btn,view
40591,control,old page,buy btn,view
619669,treatment,new page,order btn,click
46340,control,old page,buy btn,view
35486,control,old page,buy btn,view
459968,treatment,new page,order btn,view
512887,treatment,new page,order btn,view
530073,treatment,new page,order btn,click
23574,control,old page,buy btn,view
18227,control,old page,buy btn,view
13559,control,old page,buy btn,click
40361,control,old page,buy btn,click
518336,treatment,new page,order btn,click
557004,treatment,new page,order btn,click
458815,treatment,new page,order btn,view
605417,treatment,new page,order btn,click
436495,treatment,new page,order btn,click
21976,control,old page,buy btn,click
30484,control,old page,buy btn,view
490043,treatment,new page,order btn,click
13341,control,old page,buy btn,view
570208,treatment,new page,order btn,click
584250,treatment,new page,order btn,click
576705,treatment,new page,order btn,view
474429,treatment,new page,order btn,click
439219,treatment,new page,order btn,view
461016,treatment,new page,order btn,click
622393,treatment,new page,order btn,view
456510,treatment,new page,order btn,view
32588,control,old page,buy btn,click
41292,control,old page,buy btn,view
28955,control,old page,buy btn,click
645762,treatment,new page,order btn,view
476944,treatment,new page,order btn,view
646495,treatment,new page,order btn,view
665148,treatment,new page,order btn,view
42385,control,old page,buy btn,view
575447,treatment,new page,order btn,click
36095,control,old page,buy btn,view
654040,treatment,new page,order btn,view
30151,control,old page,buy btn,view
577753,treatment,new page,order btn,click
25966,control,old page,buy btn,view
18021,control,old page,buy btn,view
499160,treatment,new page,order btn,view
667768,treatment,new page,order btn,view
43075,control,old page,buy btn,view
26816,control,old page,buy btn,view
18641,control,old page,buy btn,view
651001,treatment,new page,order btn,view
37510,control,old page,buy btn,click
598082,treatment,new page,order btn,view
26736,control,old page,buy btn,view
26748,control,old page,buy btn,view
19170,control,old page,buy btn,view
41315,control,old page,buy btn,click
39959,control,old page,buy btn,view
34083,control,old page,buy btn,view
465103,treatment,new page,order btn,view
41051,control,old page,buy btn,view
31255,control,old page,buy btn,click
618202,treatment,new page,order btn,click
643037,treatment,new page,order btn,view
18009,control,old page,buy btn,view
440477,treatment,new page,order btn,view
40384,control,old page,buy btn,view
511211,treatment,new page,order btn,view
572932,treatment,new page,order btn,click
645447,treatment,new page,order btn,view
42442,control,old page,buy btn,click
473486,treatment,new page,order btn,click
31462,control,old page,buy btn,view
599339,treatment,new page,order btn,view
30634,control,old page,buy btn,view
643142,treatment,new page,order btn,view
16572,control,old page,buy btn,view
479564,treatment,new page,order btn,click
22045,control,old page,buy btn,view
35325,control,old page,buy btn,view
25345,control,old page,buy btn,click
522214,treatment,new page,order btn,click
648801,treatment,new page,order btn,click
37383,control,old page,buy btn,view
670702,treatment,new page,order btn,click
642408,treatment,new page,order btn,view
45098,control,old page,buy btn,view
27276,control,old page,buy btn,view
35371,control,old page,buy btn,view
24482,control,old page,buy btn,view
23804,control,old page,buy btn,view
18952,control,old page,buy btn,view
19699,control,old page,buy btn,view
37061,control,old page,buy btn,view
522004,treatment,new page,order btn,view
21286,control,old page,buy btn,view
29990,control,old page,buy btn,click
18285,control,old page,buy btn,view
455252,treatment,new page,order btn,view
436390,treatment,new page,order btn,view
639789,treatment,new page,order btn,click
538247,treatment,new page,order btn,view
22010,control,old page,buy btn,view
25632,control,old page,buy btn,click
29611,control,old page,buy btn,click
28403,control,old page,buy btn,click
605103,treatment,new page,order btn,click
546211,treatment,new page,order btn,click
20424,control,old page,buy btn,view
41810,control,old page,buy btn,view
482498,treatment,new page,order btn,view
14721,control,old page,buy btn,view
42925,control,old page,buy btn,click
15951,control,old page,buy btn,click
544953,treatment,new page,order btn,view
571989,treatment,new page,order btn,view
663052,treatment,new page,order btn,view
15307,control,old page,buy btn,view
16687,control,old page,buy btn,view
442782,treatment,new page,order btn,view
27391,control,old page,buy btn,view
641465,treatment,new page,order btn,click
15353,control,old page,buy btn,view
29059,control,old page,buy btn,view
631301,treatment,new page,order btn,view
664205,treatment,new page,order btn,click
29565,control,old page,buy btn,view
19009,control,old page,buy btn,view
610133,treatment,new page,order btn,view
532273,treatment,new page,order btn,view
658756,treatment,new page,order btn,view
43788,control,old page,buy btn,view
644190,treatment,new page,order btn,click
571360,treatment,new page,order btn,view
604998,treatment,new page,order btn,view
461121,treatment,new page,order btn,click
20803,control,old page,buy btn,view
449489,treatment,new page,order btn,click
26506,control,old page,buy btn,click
465312,treatment,new page,order btn,view
35773,control,old page,buy btn,view
36049,control,old page,buy btn,view
42580,control,old page,buy btn,view
41879,control,old page,buy btn,click
437857,treatment,new page,order btn,view
669340,treatment,new page,order btn,view
17975,control,old page,buy btn,view
42902,control,old page,buy btn,view
528082,treatment,new page,order btn,view
39177,control,old page,buy btn,view
23528,control,old page,buy btn,view
