id,group,page,actions
14482,control,old page,view
18063,treatment,new page,view
14078,control,old page,view
17121,treatment,new page,view
17973,treatment,new page,view
14649,control,old page,click
15692,control,old page,view
13640,control,old page,view
13172,control,old page,view
13362,control,old page,view
13101,control,old page,view
15588,control,old page,view
17673,treatment,new page,click
17024,treatment,new page,view
15250,control,old page,view
15300,control,old page,view
14964,control,old page,view
14869,control,old page,view
18546,treatment,new page,view
18523,treatment,new page,view
13462,control,old page,view
17405,treatment,new page,view
15505,control,old page,click
15123,control,old page,view
17184,treatment,new page,click
12949,control,old page,click
14472,control,old page,view
18334,treatment,new page,view
18016,treatment,new page,view
14585,control,old page,view
13128,control,old page,view
13083,control,old page,view
17114,treatment,new page,view
18576,treatment,new page,view
18649,treatment,new page,view
15642,control,old page,view
17172,treatment,new page,click
18261,treatment,new page,view
18112,treatment,new page,view
14262,control,old page,view
13552,control,old page,view
14748,control,old page,view
15410,control,old page,view
17654,treatment,new page,view
18321,treatment,new page,view
18451,treatment,new page,view
17239,treatment,new page,click
17003,treatment,new page,view
17289,treatment,new page,click
17135,treatment,new page,click
18578,treatment,new page,view
18014,treatment,new page,view
13037,control,old page,view
13303,control,old page,view
13454,control,old page,click
15018,control,old page,view
15106,control,old page,view
17017,treatment,new page,view
17016,treatment,new page,view
14300,control,old page,click
18112,treatment,new page,click
13768,control,old page,view
17565,treatment,new page,view
17985,treatment,new page,click
17117,treatment,new page,view
13717,control,old page,click
12943,control,old page,view
18317,treatment,new page,view
13385,control,old page,view
18242,treatment,new page,click
14529,control,old page,view
17237,treatment,new page,view
15076,control,old page,view
13514,control,old page,view
14902,control,old page,view
17589,treatment,new page,view
17351,treatment,new page,view
17695,treatment,new page,view
13012,control,old page,click
18125,treatment,new page,view
15649,control,old page,view
15118,control,old page,view
17218,treatment,new page,view
17501,treatment,new page,view
15714,control,old page,view
18672,treatment,new page,view
13676,control,old page,view
13288,control,old page,view
13835,control,old page,view
17905,treatment,new page,view
18497,treatment,new page,click
13854,control,old page,view
18046,treatment,new page,view
17934,treatment,new page,view
14824,control,old page,view
18044,treatment,new page,view
17119,treatment,new page,view
15134,control,old page,view
14555,control,old page,view
14118,control,old page,view
14879,control,old page,view
13242,control,old page,view
14087,control,old page,click
17328,treatment,new page,view
13795,control,old page,view
17316,treatment,new page,view
17082,treatment,new page,view
17834,treatment,new page,view
18501,treatment,new page,view
13466,control,old page,click
13763,control,old page,view
18185,treatment,new page,view
14244,control,old page,click
18558,treatment,new page,view
16972,treatment,new page,view
14696,control,old page,view
17182,treatment,new page,view
17653,treatment,new page,view
15241,control,old page,view
15510,control,old page,click
17865,treatment,new page,view
17296,treatment,new page,view
14870,control,old page,view
13739,control,old page,click
14077,control,old page,click
17636,treatment,new page,click
15120,control,old page,click
15685,control,old page,click
16881,treatment,new page,view
13373,control,old page,click
15306,control,old page,click
18252,treatment,new page,click
12987,control,old page,view
14085,control,old page,view
15080,control,old page,view
17591,treatment,new page,view
17307,treatment,new page,click
17568,treatment,new page,click
14572,control,old page,view
18292,treatment,new page,click
15259,control,old page,view
13016,control,old page,view
17040,treatment,new page,view
14197,control,old page,view
17475,treatment,new page,view
13751,control,old page,view
17670,treatment,new page,click
14986,control,old page,view
14186,control,old page,click
17273,treatment,new page,view
13112,control,old page,click
13539,control,old page,view
14322,control,old page,view
13337,control,old page,view
17965,treatment,new page,click
17581,treatment,new page,view
14287,control,old page,click
17414,treatment,new page,click
15599,control,old page,view
14812,control,old page,view
17185,treatment,new page,view
14283,control,old page,view
15278,control,old page,view
15253,control,old page,click
17118,treatment,new page,view
14725,control,old page,click
17836,treatment,new page,click
14750,control,old page,view
14427,control,old page,view
17629,treatment,new page,click
15027,control,old page,view
13218,control,old page,view
14243,control,old page,click
18477,treatment,new page,view
17560,treatment,new page,view
17691,treatment,new page,click
17237,treatment,new page,click
18198,treatment,new page,view
15647,control,old page,view
15092,control,old page,view
13099,control,old page,view
13916,control,old page,view
15577,control,old page,view
15583,control,old page,click
16886,treatment,new page,view
16989,treatment,new page,click
17059,treatment,new page,view
13662,control,old page,view
13186,control,old page,view
15433,control,old page,click
18497,treatment,new page,click
18450,treatment,new page,view
14820,control,old page,view
14536,control,old page,view
18658,treatment,new page,view
13596,control,old page,view
17001,treatment,new page,view
15754,control,old page,view
18661,treatment,new page,view
17402,treatment,new page,click
14910,control,old page,view
14831,control,old page,click
13465,control,old page,click
14246,control,old page,view
17370,treatment,new page,view
14555,control,old page,view
16963,treatment,new page,view
13303,control,old page,view
18455,treatment,new page,view
13782,control,old page,view
15147,control,old page,view
13822,control,old page,view
