id,group,page,session_time
16732,treatment,new page,2.5
19392,treatment,new page,2.5
19499,treatment,new page,2.5
18568,treatment,new page,2
13368,control,old page,2.5
18135,treatment,new page,2.5
14680,control,old page,1.5
19473,treatment,new page,2.5
14148,control,old page,1.5
15843,control,old page,1
19374,treatment,new page,2
14164,control,old page,1.5
17970,treatment,new page,2
16090,control,old page,1
18179,treatment,new page,2.5
18829,treatment,new page,2
18578,treatment,new page,2
19285,treatment,new page,2.5
16780,treatment,new page,2.5
14263,control,old page,1.5
19685,treatment,new page,2
15111,control,old page,1.5
19090,treatment,new page,2
17079,treatment,new page,2.5
13043,control,old page,1.5
18567,treatment,new page,2.5
16067,control,old page,1.5
16340,control,old page,1.5
15231,control,old page,2.5
17826,treatment,new page,2
19599,treatment,new page,2
16033,control,old page,1.5
14343,control,old page,1.5
15292,control,old page,1.5
18160,treatment,new page,2
13213,control,old page,2.5
15174,control,old page,2.5
19093,treatment,new page,2.5
16094,control,old page,1
15797,control,old page,2
14965,control,old page,1.5
14946,control,old page,1
17792,treatment,new page,2.5
16570,control,old page,2.5
19737,treatment,new page,2
18237,treatment,new page,2
16284,control,old page,2.5
13704,control,old page,1.5
17297,treatment,new page,2
14657,control,old page,2
18585,treatment,new page,2.5
15186,control,old page,1
16790,treatment,new page,2
18895,treatment,new page,2.5
15184,control,old page,1
13595,control,old page,2.5
18723,treatment,new page,2
13286,control,old page,2.5
18858,treatment,new page,2.5
15137,control,old page,2.5
17404,treatment,new page,2.5
14892,control,old page,1.5
17478,treatment,new page,2
19859,treatment,new page,2
15285,control,old page,1.5
13007,control,old page,1.5
18719,treatment,new page,2
19165,treatment,new page,2
18188,treatment,new page,2
15582,control,old page,1.5
17580,treatment,new page,2.5
14999,control,old page,2
15211,control,old page,1
16450,control,old page,2
13572,control,old page,2.5
15950,control,old page,1
19194,treatment,new page,2.5
13758,control,old page,1.5
19220,treatment,new page,2.5
18150,treatment,new page,2.5
14407,control,old page,1
19166,treatment,new page,2
13694,control,old page,1.5
13415,control,old page,2.5
18173,treatment,new page,2
19602,treatment,new page,2.5
15702,control,old page,2
17020,treatment,new page,2.5
14764,control,old page,2
19295,treatment,new page,2
17810,treatment,new page,2.5
17192,treatment,new page,2
19290,treatment,new page,2.5
17337,treatment,new page,2.5
17722,treatment,new page,2.5
14945,control,old page,2
18021,treatment,new page,2
18596,treatment,new page,2.5
15508,control,old page,1
14964,control,old page,2.5
13007,control,old page,1
15309,control,old page,2.5
14338,control,old page,2
16751,treatment,new page,2.5
18267,treatment,new page,2
15056,control,old page,1
13515,control,old page,2.5
14258,control,old page,2.5
14107,control,old page,2
13677,control,old page,2
15735,control,old page,1.5
13704,control,old page,1.5
18323,treatment,new page,2
15301,control,old page,1.5
16695,treatment,new page,2.5
15318,control,old page,2.5
14353,control,old page,1
17084,treatment,new page,2.5
18020,treatment,new page,2.5
17746,treatment,new page,2
16354,control,old page,2
14752,control,old page,1
17304,treatment,new page,2.5
13561,control,old page,1.5
13811,control,old page,2
13851,control,old page,2
18976,treatment,new page,2.5
19452,treatment,new page,2
16788,treatment,new page,2.5
15363,control,old page,1.5
18554,treatment,new page,2.5
16622,control,old page,1
13225,control,old page,2
17570,treatment,new page,2.5
19443,treatment,new page,2.5
13848,control,old page,1
19246,treatment,new page,2
15662,control,old page,2
18222,treatment,new page,2.5
17816,treatment,new page,2.5
19178,treatment,new page,2
16118,control,old page,1.5
19015,treatment,new page,2.5
13834,control,old page,2.5
17683,treatment,new page,2
15470,control,old page,1
14023,control,old page,1.5
18326,treatment,new page,2.5
19356,treatment,new page,2.5
14230,control,old page,2.5
18317,treatment,new page,2.5
16622,control,old page,1.5
15492,control,old page,2.5
19804,treatment,new page,2.5
18892,treatment,new page,2.5
14268,control,old page,1
16311,control,old page,2.5
18202,treatment,new page,2
15468,control,old page,1.5
13629,control,old page,1
18898,treatment,new page,2
15494,control,old page,1.5
19231,treatment,new page,2
13712,control,old page,2
15927,control,old page,2
16576,control,old page,1
16048,control,old page,1.5
13444,control,old page,1
13362,control,old page,2.5
14891,control,old page,1.5
16969,treatment,new page,2
19022,treatment,new page,2.5
19792,treatment,new page,2.5
16761,treatment,new page,2
15874,control,old page,2.5
19819,treatment,new page,2
17103,treatment,new page,2
14025,control,old page,2.5
17597,treatment,new page,2
19018,treatment,new page,2.5
15736,control,old page,1
13152,control,old page,1.5
13056,control,old page,2.5
19119,treatment,new page,2.5
13802,control,old page,2
18565,treatment,new page,2.5
19609,treatment,new page,2
14259,control,old page,1.5
16507,control,old page,1.5
18086,treatment,new page,2
19082,treatment,new page,2.5
15483,control,old page,2
19386,treatment,new page,2.5
18276,treatment,new page,2
13703,control,old page,2.5
16174,control,old page,1
18074,treatment,new page,2.5
14732,control,old page,1
15456,control,old page,1
13164,control,old page,2
16356,control,old page,2.5
17207,treatment,new page,2
18806,treatment,new page,2.5
19620,treatment,new page,2.5
18309,treatment,new page,2.5
15744,control,old page,1
13816,control,old page,2.5
16001,control,old page,1
17567,treatment,new page,2
19034,treatment,new page,2
14830,control,old page,1.5
15848,control,old page,2.5
15709,control,old page,1.5
13057,control,old page,2.5
18041,treatment,new page,2.5
13430,control,old page,1.5
15873,control,old page,1
18890,treatment,new page,2.5
16978,treatment,new page,2
18373,treatment,new page,2
18270,treatment,new page,2
14199,control,old page,1
19388,treatment,new page,2.5
13930,control,old page,2
13446,control,old page,1.5
17835,treatment,new page,2.5
14860,control,old page,2
17466,treatment,new page,2
14944,control,old page,2
15944,control,old page,1.5
15139,control,old page,1.5
17009,treatment,new page,2.5
16264,control,old page,1
15677,control,old page,2.5
14839,control,old page,2
14775,control,old page,2
19206,treatment,new page,2
14791,control,old page,2.5
17411,treatment,new page,2
16772,treatment,new page,2
18632,treatment,new page,2.5
15185,control,old page,1.5
14373,control,old page,2
15895,control,old page,2.5
16617,control,old page,1
15100,control,old page,2
16381,control,old page,1.5
17756,treatment,new page,2
15112,control,old page,1.5
17015,treatment,new page,2
18332,treatment,new page,2.5
15592,control,old page,1.5
18706,treatment,new page,2
18680,treatment,new page,2
15272,control,old page,1.5
16051,control,old page,1.5
14097,control,old page,1
17072,treatment,new page,2.5
16903,treatment,new page,2
17230,treatment,new page,2
16695,treatment,new page,2.5
16099,control,old page,2
18603,treatment,new page,2
14199,control,old page,2.5
17793,treatment,new page,2
15590,control,old page,2
13326,control,old page,1.5
18307,treatment,new page,2.5
15408,control,old page,1
16030,control,old page,2.5
17903,treatment,new page,2
19325,treatment,new page,2
16180,control,old page,2
17381,treatment,new page,2.5
17121,treatment,new page,2.5
18162,treatment,new page,2
15624,control,old page,2
18823,treatment,new page,2
17811,treatment,new page,2.5
18555,treatment,new page,2.5
17086,treatment,new page,2
14421,control,old page,1.5
16577,control,old page,1
18259,treatment,new page,2.5
15202,control,old page,2
17386,treatment,new page,2.5
19258,treatment,new page,2
14028,control,old page,1.5
14325,control,old page,2
19246,treatment,new page,2
14188,control,old page,2
16764,treatment,new page,2.5
16700,treatment,new page,2.5
17461,treatment,new page,2.5
18385,treatment,new page,2
16707,treatment,new page,2.5
15806,control,old page,1
16729,treatment,new page,2.5
15110,control,old page,1
16130,control,old page,2.5
19005,treatment,new page,2.5
16044,control,old page,2
17425,treatment,new page,2.5
14052,control,old page,2.5
18048,treatment,new page,2.5
15872,control,old page,2
16273,control,old page,1
16795,treatment,new page,2
17818,treatment,new page,2
13380,control,old page,1.5
15994,control,old page,1
19547,treatment,new page,2.5
19595,treatment,new page,2.5
19103,treatment,new page,2
16682,treatment,new page,2
16960,treatment,new page,2.5
18325,treatment,new page,2
16314,control,old page,2.5
18014,treatment,new page,2
16285,control,old page,1.5
13514,control,old page,2
19589,treatment,new page,2.5
14248,control,old page,2
14897,control,old page,1.5
19224,treatment,new page,2
13869,control,old page,1
14585,control,old page,1.5
16999,treatment,new page,2
19390,treatment,new page,2.5
16857,treatment,new page,2.5
19871,treatment,new page,2
14983,control,old page,1
14125,control,old page,1.5
16000,control,old page,1.5
18062,treatment,new page,2.5
16878,treatment,new page,2
16717,treatment,new page,2
13995,control,old page,2
15867,control,old page,1
14019,control,old page,2.5
19532,treatment,new page,2.5
14314,control,old page,2
17041,treatment,new page,2
13076,control,old page,2.5
13515,control,old page,1.5
14580,control,old page,2
19198,treatment,new page,2
19601,treatment,new page,2
14353,control,old page,2.5
15739,control,old page,1.5
16286,control,old page,1
16738,treatment,new page,2.5
13142,control,old page,2
17095,treatment,new page,2
17635,treatment,new page,2.5
14583,control,old page,2
18319,treatment,new page,2.5
14113,control,old page,2
15507,control,old page,1.5
17001,treatment,new page,2
18796,treatment,new page,2
14190,control,old page,2.5
17154,treatment,new page,2.5
13694,control,old page,1
16858,treatment,new page,2.5
15723,control,old page,1
19546,treatment,new page,2.5
19083,treatment,new page,2
17215,treatment,new page,2
14850,control,old page,1
17446,treatment,new page,2
19695,treatment,new page,2.5
15004,control,old page,2
17440,treatment,new page,2
14168,control,old page,1.5
19476,treatment,new page,2
15083,control,old page,1.5
15974,control,old page,2
13121,control,old page,2
18359,treatment,new page,2.5
15718,control,old page,2
19141,treatment,new page,2
19372,treatment,new page,2
13140,control,old page,2.5
14394,control,old page,2
19816,treatment,new page,2
19828,treatment,new page,2.5
18274,treatment,new page,2.5
13540,control,old page,2.5
19839,treatment,new page,2.5
16143,control,old page,2
16547,control,old page,1.5
17160,treatment,new page,2
14293,control,old page,1.5
18487,treatment,new page,2.5
17240,treatment,new page,2.5
15421,control,old page,2.5
15842,control,old page,2.5
15242,control,old page,1
19668,treatment,new page,2.5
14902,control,old page,2.5
16166,control,old page,2
13470,control,old page,1.5
15288,control,old page,1.5
14316,control,old page,1
13016,control,old page,1
18630,treatment,new page,2.5
19070,treatment,new page,2
19024,treatment,new page,2.5
14254,control,old page,2.5
13511,control,old page,1
18153,treatment,new page,2
13598,control,old page,1.5
14170,control,old page,1
16325,control,old page,1.5
18940,treatment,new page,2.5
14621,control,old page,1.5
13001,control,old page,2.5
16887,treatment,new page,2
14259,control,old page,1.5
17409,treatment,new page,2.5
14713,control,old page,1.5
19875,treatment,new page,2.5
18781,treatment,new page,2
18663,treatment,new page,2
14136,control,old page,2
16872,treatment,new page,2.5
18318,treatment,new page,2.5
19656,treatment,new page,2
19504,treatment,new page,2.5
15199,control,old page,1
19081,treatment,new page,2.5
15686,control,old page,1.5
16861,treatment,new page,2
18986,treatment,new page,2.5
13074,control,old page,1
14527,control,old page,2
17739,treatment,new page,2
